Name,Rarity,Class,Element,Type,Impact,Range,Shield Duration,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Charge Time,Magazine,Perks,Stability,Zoom,Recoil,Accuracy,Draw Time,Velocity,Blast Radius,Swing Speed,Guard Efficiency,Guard Resistance,Charge Rate,Ammo Capacity
AUSTRINGER,Legendary,Any,Kinetic,Hand Cannon,84.0,46.0,,47.0,46.0,75.0,53.0,13.0,140.0,,11.0,"['Adaptive Frame', 'Corkscrew Rifling', 'Tactical Mag', 'Eye of the Storm', 'Opening Shot', 'To Excess', 'Adaptive Frame', 'Extended Barrel', 'Polygonal Rifling', 'Chambered Compensator', 'Smallbore', 'Corkscrew Rifling', 'Full Bore', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Fluted Barrel', 'Appended Mag', 'Alloy Magazine', 'Flared Magwell', 'Light Mag', 'Armor-Piercing Rounds', 'Extended Mag', 'High-Caliber Rounds', 'Ricochet Rounds', 'Triple Tap', 'Air Assault', 'Snapshot Sights', 'Compulsive Reloader', 'Outlaw', 'Eye of the Storm', 'Air Assault', 'Compulsive Reloader', 'Eye of the Storm', 'Demolitionist', 'Zen Moment', 'Rangefinder', 'Rampage', 'Frenzy', 'Opening Shot', 'Demolitionist', 'Rangefinder', 'Frenzy', 'To Excess', 'Range', 'Reload Speed', 'Stability', 'Handling', 'Targeting Adjuster', 'Icarus Grip', 'Backup Mag', 'Minor Spec', 'Counterbalance Stock', 'Full Auto Retrofit', 'Major Spec', 'Quick Access Sling', 'Broken Bird, to Be Healed', 'Prized Ivory']",59.0,14.0,95.0,,,,,,,,,
AUSTRINGER,Legendary,Any,Kinetic,Hand Cannon,84.0,46.0,,47.0,46.0,75.0,53.0,10.0,140.0,,11.0,"['Adaptive Frame', 'Corkscrew Rifling', 'Tactical Mag', 'Outlaw', 'Rangefinder', 'Adaptive Frame', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Polygonal Rifling', 'Smallbore', 'Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Outlaw', 'Subsistence', 'Air Assault', 'Eye of the Storm', 'Triple Tap', 'Snapshot Sights', 'Rangefinder', 'Rampage', 'Demolitionist', 'Underdog', 'Zen Moment', 'Opening Shot', 'Broken Bird, to Be Healed', 'Prized Ivory']",59.0,14.0,95.0,,,,,,,,,
BAD NEWS,Legendary,Any,Kinetic,Hand Cannon,92.0,56.0,,26.0,25.0,66.0,54.0,10.0,120.0,,8.0,"['Aggressive Frame', 'SteadyHand HCS', 'Sureshot HCS', 'Flared Magwell', 'Steady Rounds', 'Moving Target']",21.0,14.0,88.0,,,,,,,,,
BAD NEWS XF4354,Legendary,Any,Kinetic,Hand Cannon,92.0,56.0,,26.0,25.0,66.0,54.0,10.0,120.0,,8.0,"['Aggressive Frame', 'SteadyHand HCS', 'Sureshot HCS', 'Flared Magwell', 'Steady Rounds', 'Moving Target', 'Aggressive Frame', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Moving Target', 'Outlaw', 'Rangefinder', 'Air Assault', 'Mulligan', 'Triple Tap', 'Snapshot Sights', 'Kill Clip', 'Opening Shot', 'Explosive Payload', 'Timed Payload', 'Field Prep', 'Hip-Fire Grip', 'Zen Moment']",21.0,14.0,88.0,,,,,,,,,
BETTER DEVILS,Legendary,Any,Kinetic,Hand Cannon,84.0,40.0,,40.0,40.0,75.0,50.0,10.0,140.0,,10.0,"['Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'Sureshot HCS', 'Extended Mag', 'Flared Magwell', 'Explosive Payload', 'Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Moving Target', 'Outlaw', 'Auto-Loading Holster', 'Rangefinder', 'Threat Detector', 'Triple Tap', 'Snapshot Sights', 'Timed Payload', 'Kill Clip', 'Field Prep', 'Hip-Fire Grip', 'Zen Moment', 'Opening Shot', 'Explosive Payload']",42.0,14.0,88.0,,,,,,,,,
BETTER DEVILS,Legendary,Any,Kinetic,Hand Cannon,84.0,40.0,,40.0,40.0,75.0,50.0,10.0,140.0,,10.0,"['Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'Sureshot HCS', 'Extended Mag', 'Flared Magwell', 'Explosive Payload']",42.0,14.0,88.0,,,,,,,,,
CRIMIL'S DAGGER,Legendary,Any,Kinetic,Hand Cannon,92.0,60.0,,23.0,24.0,67.0,56.0,10.0,120.0,,8.0,"['Aggressive Frame', 'TrueSight HCS', 'Crossfire HCS', 'SteadyHand HCS', 'Armor-Piercing Rounds', 'Drop Mag', 'Opening Shot']",23.0,14.0,98.0,,,,,,,,,
CRIMIL'S DAGGER,Legendary,Any,Kinetic,Hand Cannon,92.0,60.0,,23.0,24.0,67.0,56.0,10.0,120.0,,8.0,"['Aggressive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'Drop Mag', 'Extended Mag', 'Rangefinder', 'Opening Shot', 'Aggressive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Tactical Mag', 'Drop Mag', 'Appended Mag', 'Extended Mag', 'Flared Magwell', 'Accurized Rounds', 'Steady Rounds', 'Alloy Magazine', 'Outlaw', 'Auto-Loading Holster', 'Triple Tap', 'Moving Target', 'Rangefinder', 'Snapshot Sights', 'Threat Detector', 'Timed Payload', 'Kill Clip', 'Explosive Payload', 'Zen Moment', 'Opening Shot', 'Field Prep', 'Hip-Fire Grip', 'Range', 'Reload Speed', 'Stability', 'Handling', 'Icarus Grip', 'Targeting Adjuster', 'Backup Mag', 'Counterbalance Stock', 'Quick Access Sling', 'Full Auto Retrofit', 'Major Spec', 'Minor Spec']",23.0,14.0,98.0,,,,,,,,,
D.F.A.,Legendary,Any,Kinetic,Hand Cannon,84.0,45.0,,42.0,47.0,77.0,58.0,18.0,140.0,,9.0,"['Adaptive Frame', 'Arrowhead Brake', 'Accurized Rounds', 'Perpetual Motion', 'Rampage', 'Stunning Recovery', 'Adaptive Frame', 'Fluted Barrel', 'Hammer-Forged Rifling', 'Smallbore', 'Chambered Compensator', 'Corkscrew Rifling', 'Polygonal Rifling', 'Arrowhead Brake', 'Extended Barrel', 'Full Bore', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Perpetual Motion', 'Triple Tap', 'Outlaw', 'Fragile Focus', 'Steady Hands', 'Tunnel Vision', 'Timed Payload', 'Rampage', 'Vorpal Weapon', 'Wellspring', 'Opening Shot', 'Focused Fury', 'Stunning Recovery', ""Vanguard's Vindication"", 'Stability', 'Range', 'Reload Speed', 'Handling', 'Backup Mag', 'Targeting Adjuster', 'Counterbalance Stock', 'Full Auto Retrofit', 'Minor Spec', 'Major Spec', 'Rampage Spec', 'Icarus Grip']",54.0,14.0,88.0,,,,,,,,,
D.F.A.,Legendary,Any,Kinetic,Hand Cannon,84.0,45.0,,42.0,47.0,77.0,58.0,10.0,140.0,,9.0,"['Adaptive Frame', 'Arrowhead Brake', 'Polygonal Rifling', 'Extended Barrel', 'Accurized Rounds', 'Drop Mag', 'Opening Shot', 'Rampage']",54.0,14.0,88.0,,,,,,,,,
D.F.A. (ADEPT),Legendary,Any,Kinetic,Hand Cannon,84.0,45.0,,42.0,47.0,77.0,58.0,18.0,140.0,,9.0,"['Adaptive Frame', 'Arrowhead Brake', 'Accurized Rounds', 'Perpetual Motion', 'Rampage', 'Stunning Recovery', 'Adaptive Frame', 'Fluted Barrel', 'Smallbore', 'Chambered Compensator', 'Corkscrew Rifling', 'Polygonal Rifling', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Extended Barrel', 'Full Bore', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Accurized Rounds', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Perpetual Motion', 'Triple Tap', 'Outlaw', 'Fragile Focus', 'Steady Hands', 'Tunnel Vision', 'Timed Payload', 'Rampage', 'Vorpal Weapon', 'Wellspring', 'Opening Shot', 'Focused Fury', 'Stunning Recovery', ""Vanguard's Vindication"", 'Range', 'Stability', 'Reload Speed', 'Handling', 'Adept Range', 'Adept Big Ones Spec', 'Adept Stability', 'Backup Mag', 'Targeting Adjuster', 'Minor Spec', 'Full Auto Retrofit', 'Adept Reload']",54.0,14.0,88.0,,,,,,,,,
DIRE PROMISE,Legendary,Any,Kinetic,Hand Cannon,84.0,42.0,,57.0,49.0,83.0,60.0,10.0,140.0,,11.0,"['Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'Steady Rounds', 'Appended Mag', 'Triple Tap', 'Swashbuckler', 'Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Extended Mag', 'Appended Mag', 'Ricochet Rounds', 'Alloy Magazine', 'Flared Magwell', 'Light Mag', 'Overflow', 'Triple Tap', 'Auto-Loading Holster', 'Opening Shot', 'Snapshot Sights', 'Swashbuckler', 'Osmosis', 'Rangefinder', 'Under Pressure', 'Elemental Capacitor', 'Stability', 'Range', 'Handling', 'Reload Speed', 'Icarus Grip', 'Targeting Adjuster', 'Counterbalance Stock', 'Backup Mag', 'Minor Spec', 'Major Spec', 'Full Auto Retrofit', 'Quick Access Sling']",47.0,14.0,84.0,,,,,,,,,
DIRE PROMISE,Legendary,Any,Kinetic,Hand Cannon,84.0,39.0,,57.0,49.0,87.0,60.0,10.0,140.0,,11.0,"['Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'Steady Rounds', 'Appended Mag', 'Triple Tap']",44.0,14.0,84.0,,,,,,,,,
DUKE MK. 44,Legendary,Any,Kinetic,Hand Cannon,92.0,64.0,,30.0,30.0,64.0,50.0,10.0,120.0,,9.0,"['Aggressive Frame', 'Fastdraw HCS', 'Outlaw', 'Extended Mag', 'Kill Clip', 'Aggressive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Outlaw', 'Opening Shot', 'Rangefinder', 'Zen Moment', 'Triple Tap', 'Rapid Hit', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Kill Clip', 'Field Prep', 'Hip-Fire Grip', 'Rampage', 'Moving Target', 'Auto-Loading Holster']",29.0,14.0,90.0,,,,,,,,,
EYASLUNA,Legendary,Any,Kinetic,Hand Cannon,84.0,51.0,,49.0,45.0,80.0,54.0,10.0,140.0,,11.0,"['Adaptive Frame', 'TrueSight HCS', 'Ricochet Rounds', 'Rangefinder', 'Moving Target', 'Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Extended Mag', 'Appended Mag', 'Ricochet Rounds', 'Flared Magwell', 'Alloy Magazine', 'Light Mag', 'Rapid Hit', 'Outlaw', 'Perpetual Motion', 'Heating Up', 'Rangefinder', 'Unrelenting', 'Headstone', 'Demolitionist', 'Kill Clip', 'Harmony', 'Moving Target', 'Snapshot Sights', 'Range', 'Stability', 'Handling', 'Reload Speed', 'Targeting Adjuster', 'Icarus Grip', 'Minor Spec', 'Backup Mag', 'Major Spec', 'Counterbalance Stock', 'Full Auto Retrofit', 'Quick Access Sling']",64.0,14.0,96.0,,,,,,,,,
FATEBRINGER,Legendary,Any,Kinetic,Hand Cannon,84.0,46.0,,55.0,46.0,84.0,53.0,10.0,140.0,,10.0,"['Adaptive Frame', 'Fluted Barrel', 'Accurized Rounds', 'Explosive Payload', 'Firefly', 'Adaptive Frame', 'Corkscrew Rifling', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Extended Barrel', 'Arrowhead Brake', 'Chambered Compensator', 'Accurized Rounds', 'Tactical Mag', 'Steady Rounds', 'Flared Magwell', 'Appended Mag', 'Extended Mag', 'Alloy Magazine', 'Explosive Payload', 'Rewind Rounds', 'Osmosis', 'Thresh', 'Killing Wind', 'Tunnel Vision', 'Kill Clip', 'Frenzy', 'Firefly', 'Adrenaline Junkie', 'Eye of the Storm', 'Opening Shot', 'Range', 'Handling', 'Stability', 'Reload Speed', 'Backup Mag', 'Minor Spec', 'Targeting Adjuster', 'Major Spec', 'Icarus Grip', 'Full Auto Retrofit', 'Counterbalance Stock', 'Dragonfly Spec']",57.0,14.0,98.0,,,,,,,,,
FATEBRINGER (TIMELOST),Legendary,Any,Kinetic,Hand Cannon,84.0,46.0,,55.0,46.0,84.0,53.0,10.0,140.0,,10.0,"['Adaptive Frame', 'Fluted Barrel', 'Accurized Rounds', 'Explosive Payload', 'Firefly', 'Adaptive Frame', 'Corkscrew Rifling', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Extended Barrel', 'Arrowhead Brake', 'Chambered Compensator', 'Accurized Rounds', 'Tactical Mag', 'Steady Rounds', 'Flared Magwell', 'Appended Mag', 'Extended Mag', 'Alloy Magazine', 'Explosive Payload', 'Rewind Rounds', 'Osmosis', 'Thresh', 'Killing Wind', 'Tunnel Vision', 'Kill Clip', 'Frenzy', 'Firefly', 'Adrenaline Junkie', 'Eye of the Storm', 'Opening Shot', 'Range', 'Stability', 'Handling', 'Reload Speed', 'Adept Range', 'Adept Big Ones Spec', 'Adept Icarus Grip', 'Minor Spec', 'Adept Stability', 'Backup Mag', 'Adept Reload', 'Targeting Adjuster']",57.0,14.0,98.0,,,,,,,,,
HOME FOR THE LOST,Legendary,Any,Kinetic,Hand Cannon,92.0,52.0,,29.0,25.0,61.0,50.0,10.0,120.0,,9.0,"['Aggressive Frame', 'Sureshot HCS', 'HitMark HCS', 'TrueSight HCS', 'Alloy Magazine', 'Steady Rounds', 'Quickdraw']",18.0,14.0,93.0,,,,,,,,,
JUDGMENT,Legendary,Any,Kinetic,Hand Cannon,84.0,44.0,,42.0,40.0,75.0,50.0,10.0,140.0,,9.0,"['Adaptive Frame', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Slideshot', 'Opening Shot', 'Moving Target']",42.0,14.0,95.0,,,,,,,,,
JUDGMENT,Legendary,Any,Kinetic,Hand Cannon,84.0,44.0,,42.0,40.0,75.0,50.0,10.0,140.0,,9.0,"['Adaptive Frame', 'SteadyHand HCS', 'Accurized Rounds', 'Slideshot', 'Moving Target', 'Adaptive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Flared Magwell', 'Extended Mag', 'Drop Mag', 'Steady Rounds', 'Alloy Magazine', 'Ensemble', 'Encore', 'Demolitionist', 'Tunnel Vision', 'Moving Target', 'Slideshot', 'Timed Payload', 'Multikill Clip', 'Adagio', 'Adrenaline Junkie', 'Osmosis', 'Opening Shot', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Icarus Grip', 'Backup Mag', 'Targeting Adjuster', 'Minor Spec', 'Counterbalance Stock', 'Major Spec', 'Full Auto Retrofit', 'Boss Spec']",42.0,14.0,95.0,,,,,,,,,
LIVING MEMORY,Legendary,Any,Kinetic,Hand Cannon,84.0,38.0,,41.0,39.0,72.0,51.0,10.0,140.0,,10.0,"['Adaptive Frame', 'Fastdraw HCS', 'Crossfire HCS', 'Extended Mag', 'Tactical Mag', 'Grave Robber']",48.0,14.0,83.0,,,,,,,,,
LOUD LULLABY,Legendary,Any,Kinetic,Hand Cannon,92.0,53.0,,24.0,23.0,60.0,48.0,10.0,120.0,,8.0,"['Aggressive Frame', 'Hammer-Forged Rifling', 'Appended Mag', 'Grave Robber', 'Explosive Payload', 'Aggressive Frame', 'Fluted Barrel', 'Smallbore', 'Corkscrew Rifling', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Chambered Compensator', 'Extended Barrel', 'Full Bore', 'Polygonal Rifling', 'Tactical Mag', 'Appended Mag', 'Extended Mag', 'Accurized Rounds', 'Drop Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Surplus', 'Subsistence', 'Slideshot', 'Moving Target', 'Grave Robber', 'Threat Detector', 'Under Pressure', 'Outlaw', 'Field Prep', 'No Distractions', 'Tunnel Vision', 'Heating Up', 'Explosive Payload', 'Kill Clip', 'Frenzy', 'Adrenaline Junkie', 'Eye of the Storm', 'Opening Shot', ""Fourth Time's the Charm"", 'Demolitionist', 'Multikill Clip', 'Rampage', 'Osmosis', 'Wellspring', 'Range', 'Stability', 'Handling', 'Reload Speed', 'Backup Mag', 'Targeting Adjuster', 'Icarus Grip', 'Counterbalance Stock', 'Minor Spec', 'Major Spec', 'Quick Access Sling', 'Full Auto Retrofit']",17.0,14.0,98.0,,,,,,,,,
MIDNIGHT COUP,Legendary,Any,Kinetic,Hand Cannon,84.0,30.0,,60.0,56.0,90.0,60.0,10.0,140.0,,12.0,"['Adaptive Frame', 'Smallbore', 'Corkscrew Rifling', 'Extended Barrel', 'Rampage', 'Ambitious Assassin', 'Outlaw']",40.0,14.0,80.0,,,,,,,,,
PRIBINA-D,Legendary,Any,Kinetic,Hand Cannon,92.0,55.0,,17.0,28.0,63.0,50.0,10.0,120.0,,7.0,"['Aggressive Frame', 'TrueSight HCS', 'HitMark HCS', 'Steady Rounds', 'Accurized Rounds', 'Hip-Fire Grip']",11.0,14.0,80.0,,,,,,,,,
PRIBINA-D,Legendary,Any,Kinetic,Hand Cannon,92.0,55.0,,17.0,28.0,63.0,50.0,10.0,120.0,,7.0,"['Aggressive Frame', 'TrueSight HCS', 'HitMark HCS', 'Steady Rounds', 'Accurized Rounds', 'Hip-Fire Grip', 'Aggressive Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell', 'Moving Target', 'Outlaw', 'Auto-Loading Holster', 'Rangefinder', 'Threat Detector', 'Triple Tap', 'Snapshot Sights', 'Timed Payload', 'Kill Clip', 'Field Prep', 'Hip-Fire Grip', 'Zen Moment', 'Opening Shot', 'Explosive Payload']",11.0,14.0,80.0,,,,,,,,,
PURE POETRY,Legendary,Any,Kinetic,Hand Cannon,92.0,53.0,,26.0,26.0,60.0,50.0,15.0,120.0,,8.0,"['Aggressive Frame', 'Polygonal Rifling', 'Flared Magwell', 'Fragile Focus', 'Focused Fury', ""Vanguard's Vindication"", 'Hakke Breach Armaments', 'Aggressive Frame', 'Fluted Barrel', 'Smallbore', 'Arrowhead Brake', 'Corkscrew Rifling', 'Chambered Compensator', 'Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'High-Caliber Rounds', 'Flared Magwell', 'Extended Mag', 'Appended Mag', 'Light Mag', 'Ricochet Rounds', 'Alloy Magazine', 'Armor-Piercing Rounds', 'Perpetual Motion', 'Ensemble', ""Fourth Time's the Charm"", 'Ambitious Assassin', 'Outlaw', 'Fragile Focus', 'Well-Rounded', 'Steady Hands', 'Grave Robber', 'Air Assault', 'Shoot to Loot', 'Tunnel Vision', 'Swashbuckler', 'Frenzy', 'Multikill Clip', 'Rampage', 'Harmony', 'Osmosis', 'Opening Shot', 'Eye of the Storm', 'Elemental Capacitor', 'Focused Fury', 'Under-Over', 'Pugilist', ""Vanguard's Vindication"", 'Hakke Breach Armaments', 'Range', 'Stability', 'Handling', 'Reload Speed', 'Backup Mag', 'Targeting Adjuster', 'Full Auto Retrofit', 'Major Spec', 'Minor Spec', 'Counterbalance Stock', 'Icarus Grip', 'Quick Access Sling']",23.0,14.0,95.0,,,,,,,,,
ROSE,Legendary,Any,Kinetic,Hand Cannon,84.0,38.0,,68.0,55.0,85.0,58.0,10.0,140.0,,11.0,"['Adaptive Frame', 'Chambered Compensator', 'Accurized Rounds', 'Outlaw', 'Polymer Grip']",40.0,14.0,95.0,,,,,,,,,
SERVICE REVOLVER,Legendary,Any,Kinetic,Hand Cannon,78.0,32.0,,31.0,30.0,67.0,48.0,10.0,180.0,,12.0,"['Precision Frame', 'TrueSight HCS', 'Crossfire HCS', 'Armor-Piercing Rounds', 'Accurized Rounds', 'Outlaw', 'Zen Moment', 'Precision Frame', 'Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Accurized Rounds', 'Moving Target', 'Outlaw', 'Rapid Hit', 'Rangefinder', 'Triple Tap', 'Kill Clip', 'Zen Moment', 'Opening Shot', 'Rampage', 'Snapshot Sights']",52.0,14.0,88.0,,,,,,,,,
SERVICE REVOLVER,Legendary,Any,Kinetic,Hand Cannon,78.0,32.0,,31.0,30.0,67.0,48.0,10.0,180.0,,12.0,"['Precision Frame', 'TrueSight HCS', 'Crossfire HCS', 'Armor-Piercing Rounds', 'Accurized Rounds', 'Outlaw']",52.0,14.0,88.0,,,,,,,,,
SEVENTH SERAPH OFFICER REVOLVER,Legendary,Any,Kinetic,Hand Cannon,78.0,28.0,,30.0,49.0,68.0,52.0,10.0,180.0,,11.0,"['Precision Frame', 'Arrowhead Brake', 'Accurized Rounds', 'Firmly Planted', 'Feeding Frenzy', 'Precision Frame', 'Fluted Barrel', 'Smallbore', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Full Bore', 'Tactical Mag', 'Drop Mag', 'Appended Mag', 'Extended Mag', 'Flared Magwell', 'Accurized Rounds', 'Steady Rounds', 'Alloy Magazine', 'Firmly Planted', 'Threat Detector', 'Ambitious Assassin', ""Fourth Time's the Charm"", 'Pulse Monitor', 'Underdog', 'Vorpal Weapon', 'Timed Payload', 'Feeding Frenzy', 'High-Impact Reserves', 'Multikill Clip', 'Osmosis', 'Stability', 'Reload Speed', 'Range', 'Handling', 'Backup Mag', 'Major Spec', 'Minor Spec', 'Full Auto Retrofit', 'Targeting Adjuster', 'Boss Spec', 'Counterbalance Stock', 'Icarus Grip']",52.0,14.0,84.0,,,,,,,,,
SOMETHING NEW,Legendary,Any,Kinetic,Hand Cannon,92.0,58.0,,24.0,25.0,60.0,51.0,23.0,120.0,,8.0,"['Aggressive Frame', 'Arrowhead Brake', 'Extended Mag', 'Triple Tap', 'Headstone', 'Dream Work', 'Aggressive Frame', 'Arrowhead Brake', 'Fluted Barrel', 'Corkscrew Rifling', 'Smallbore', 'Chambered Compensator', 'Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Ricochet Rounds', 'Appended Mag', 'Flared Magwell', 'Light Mag', 'Extended Mag', 'High-Caliber Rounds', 'Alloy Magazine', 'Armor-Piercing Rounds', 'Feeding Frenzy', 'Wellspring', 'Ensemble', 'Stats for All', 'Triple Tap', 'Tunnel Vision', 'Headstone', 'Demolitionist', 'Harmony', 'Thresh', 'Multikill Clip', 'Well-Rounded', 'Dream Work', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Backup Mag', 'Minor Spec', 'Targeting Adjuster', 'Major Spec', 'Full Auto Retrofit', 'Counterbalance Stock', 'Icarus Grip', 'Quick Access Sling']",27.0,14.0,98.0,,,,,,,,,
SPARE RATIONS,Legendary,Any,Kinetic,Hand Cannon,84.0,36.0,,71.0,56.0,83.0,57.0,10.0,140.0,,13.0,"['Adaptive Frame', 'Hammer-Forged Rifling', 'Appended Mag', 'Overflow', 'Explosive Payload', 'Adaptive Frame', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', ""Fourth Time's the Charm"", 'Subsistence', 'Rapid Hit', 'Threat Detector', 'Field Prep', 'Snapshot Sights', 'Auto-Loading Holster', 'Rampage', 'Swashbuckler', 'Kill Clip', 'Multikill Clip', 'Slideshot', 'Hip-Fire Grip', 'Rangefinder', 'Moving Target', 'Table Scraps']",47.0,14.0,100.0,,,,,,,,,
SURVIVOR'S EPITAPH,Legendary,Any,Kinetic,Hand Cannon,78.0,32.0,,43.0,45.0,74.0,47.0,10.0,180.0,,12.0,"['Precision Frame', 'Extended Barrel', 'Ricochet Rounds', 'Quickdraw', 'Snapshot Sights', 'Precision Frame', 'Corkscrew Rifling', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore', 'Fluted Barrel', 'Arrowhead Brake', 'Extended Barrel', 'Chambered Compensator', 'Full Bore', 'Flared Magwell', 'Light Mag', 'Extended Mag', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Alloy Magazine', 'Surplus', 'Rapid Hit', 'Feeding Frenzy', 'Ambitious Assassin', 'Tunnel Vision', 'Heating Up', 'Slideshot', 'Firmly Planted', 'Quickdraw', 'Outlaw', 'Killing Wind', 'Subsistence', 'Wellspring', 'Multikill Clip', 'Kill Clip', 'Adrenaline Junkie', 'Frenzy', 'Thresh', 'Moving Target', 'Eye of the Storm', 'Osmosis', 'Snapshot Sights', 'One for All', 'High-Impact Reserves', 'One Quiet Moment', 'Range', 'Stability', 'Reload Speed', 'Handling', 'Impact', 'Targeting Adjuster', 'Full Auto Retrofit', 'Backup Mag', 'Counterbalance Stock', 'Icarus Grip', 'Minor Spec', 'Major Spec', 'Freehand Grip']",56.0,14.0,83.0,,,,,,,,,
